CarCount,BikeCount,BusCount,TruckCount,Weighted_Traffic_Index,Clearance_Time_min,Clearance_Distance_km,Estimated_Flow_Speed_kmph,EV_Distance_From_Signal_km,Cycle_Position_sec,Current_Signal_State,Queue_Length_m,CarCount_noisy,BikeCount_noisy,BusCount_noisy,TruckCount_noisy,Weighted_Traffic_Index_noisy,Estimated_Flow_Speed_kmph_noisy,Driver_Reaction_Delay_s,Avg_Vehicle_Length_m,Vehicles_In_Queue_est,Saturation_Flow_veh_per_s,Bottleneck_Factor,Truck_Penalty_s,Clearance_Time_model_s_no_noise,Clearance_Time_model_s,Clearance_Time_model_min,Clearance_Distance_model_km,Clearance_Distance_km_final,Clearance_Time_min_final
20,3,1,35,93,6.2,4.13,26.05,0.892025744,66,Red,111.6,21,3,1,39,86.23,24.84,0.997,9.0453125,11,0.6868,1,0.425454545,17.43876206,18.084,0.301,0.2093,1.7776,2.546
118,1,0,4,126.5,8.43,5.62,21.025,0.223267584,87,Red,151.8,124,1,0,4,122,20.08,0.3,4.711627907,27,0.9765,1,0.017777778,27.96754736,31.306,0.522,0.3686,1.1563,1.776
89,20,4,17,139,9.27,6.18,19.15,0.741814271,119,Red,166.8,81,17,4,15,133,19.4,1.77,5.291452991,27,0.8564,1,0.066666667,33.36399035,30.038,0.501,0.3221,1.2008,1.875
120,18,6,13,164,10.93,7.29,15.4,0.843375268,109,Red,196.8,126,17,6,15,157.72,14.86,1.114,5.143902439,32,0.6719,0.85,0.05625,57.20099687,59.375,0.99,0.617,1.618,2.287
85,7,3,18,129,8.6,5.73,20.65,2.18255631,46,Red,154.8,82,7,3,20,121.97,17.56,0.66,5.844642857,23,0.7127,1,0.104347826,33.03599087,35.734,0.596,0.3814,1.1837,1.719
99,8,2,14,134,8.93,5.96,19.9,0.269475911,139,Green,160.8,103,9,2,16,138.87,21.28,1.586,5.336153846,25,0.9331,1,0.0768,28.45521239,26.506,0.442,0.2759,1.1285,1.783
59,25,2,7,88.5,5.9,3.93,26.725,4.121337297,94,Red,106.2,52,29,2,8,79.59,28.74,0.3,4.441758242,20,1.4672,1,0.048,13.97940676,14.989,0.25,0.1618,1.6691,2.469
58,25,2,5,83.5,5.57,3.71,27.475,0.751517665,5,Red,100.2,61,23,2,5,92.17,29.51,0.508,4.372527473,19,1.5258,1,0.031578947,12.99206289,14.077,0.235,0.1574,1.5784,2.492
113,40,36,4,195,13,8.67,10.75,3.359786926,114,Red,234,130,44,34,4,213.28,10.25,0.3,5.123584906,38,0.465,0.85,0.012631579,96.45431406,106.038,1.767,1.2675,1.6376,2.39
113,16,50,2,200,13.33,8.89,10,3.905200182,15,Red,240,98,18,45,2,198.59,10.07,1.72,6.088343558,34,0.3945,0.85,0.007058824,103.1212287,97.333,1.622,1.0641,2.238,3.243
121,27,50,4,217.5,14.5,9.67,7.375,2.54199406,116,Red,261,138,25,44,3,240.52,7.07,1.133,5.647619048,39,0.2952,0.65,0.009230769,204.3942633,215.53,3.592,2.2875,2.6566,3.848
150,17,28,0,200.5,13.37,8.91,9.925,1.035276772,96,Red,240.6,146,16,30,0,185.29,8.48,1.264,5.290625,38,0.3746,0.85,0,120.6069855,113.524,1.892,1.1941,2.3515,3.352
136,29,23,0,185,12.33,8.22,12.25,2.475941513,116,Red,222,151,28,21,0,158.22,12.48,1.12,4.8045,38,0.5972,0.85,0,75.97914661,81.428,1.357,0.8574,1.9618,3.083
142,32,27,2,202.5,13.5,9,9.625,0.266185895,156,Green,243,154,37,29,2,209.74,8.54,1.23,4.966666667,41,0.3975,0.85,0.005853659,122.5825055,121.221,2.02,1.2807,1.6667,2.644
106,32,42,2,189,12.6,8.4,11.65,4.189184863,48,Red,226.8,108,29,41,2,186.61,10.18,1.031,5.628888889,34,0.4267,0.85,0.007058824,94.78073518,97.554,1.626,1.1294,2.22,3.512
103,21,20,0,143.5,9.57,6.38,18.475,1.202773619,39,Red,172.2,110,23,19,0,146.39,19.89,1.108,4.903947368,29,0.9359,1,0,32.09421648,31.284,0.521,0.3232,1.2317,1.926
131,19,26,1,181.5,12.1,8.07,12.775,1.833831428,83,Red,217.8,146,18,26,1,203.24,10.9,1.043,5.169633508,35,0.4905,0.85,0.003428571,84.99438084,76.376,1.273,0.9162,1.2739,1.99
133,23,21,3,182,12.13,8.09,12.7,1.74471099,132,Green,218.4,129,25,20,3,207.66,14.45,0.757,4.980225989,37,0.6711,0.85,0.00972973,65.62950989,59.29,0.988,0.6612,1.0326,1.579
123,17,50,1,208.5,13.9,9.27,8.725,3.556522304,125,Green,250.2,117,17,44,1,216.91,8.76,0.981,5.883240223,36,0.3537,0.85,0.003333333,120.7268868,105.427,1.757,1.1797,1.5842,2.469
124,21,35,2,191,12.73,8.49,11.35,4.862336462,27,Red,229.2,130,21,33,2,206.13,12.99,1.109,5.429032258,36,0.5615,0.85,0.006666667,76.54387891,79.255,1.321,0.8605,1.242,1.798
136,26,20,4,187,12.47,8.31,11.95,4.185196202,95,Red,224.4,149,29,21,5,163.65,10.37,1.044,4.969117647,38,0.4824,0.85,0.015789474,93.73367495,103.537,1.726,1.1854,2.2541,3.336
92,10,39,19,193.5,12.9,8.6,10.975,1.976828163,91,Red,232.2,99,11,41,17,173.8,11.25,0.409,6.668452381,30,0.4075,0.85,0.068,87.08833165,74.569,1.243,0.8248,1.9911,3.037
82,7,13,19,143,9.53,6.36,18.55,1.018362936,146,Green,171.6,89,8,12,18,153,17.71,0.462,6.007086614,24,0.7021,0.85,0.09,40.76748799,35.462,0.591,0.3832,1.2797,2.006
42,2,28,27,139,9.27,6.18,19.15,3.164721569,49,Red,166.8,41,2,28,28,136.14,21.12,1.433,8.405050505,18,0.6239,1,0.186666667,30.47044403,30.082,0.501,0.3217,1.2004,1.835
24,17,17,9,76,5.07,3.38,28.6,2.169435817,66,Red,91.2,26,18,15,9,74.77,27.41,0.877,6.211764706,13,1.0557,1,0.083076923,13.27418131,14.221,0.237,0.1688,1.4533,2.269
42,19,17,12,101,6.73,4.49,24.85,3.783224307,121,Green,121.2,37,17,16,11,95.2,23.06,1.234,6.235802469,17,0.8854,1,0.077647059,20.51200848,18.406,0.307,0.1977,1.9146,2.863
100,12,5,23,159.5,10.63,7.09,16.075,2.543489554,86,Red,191.4,101,12,4,25,164.64,17.8,0.563,5.775352113,28,0.7297,0.85,0.107142857,45.81359424,42.675,0.711,0.4693,1.4624,2.251
11,25,30,22,112.5,7.5,5,23.125,2.055033107,102,Red,135,9,25,34,24,101.87,22.26,0.411,8.125,15,0.6775,1,0.192,22.7432214,20.915,0.349,0.2268,2.1361,3.389
27,7,10,22,89.5,5.97,3.98,26.575,2.430778546,99,Red,107.4,26,7,9,20,92.91,22.72,0.663,7.558064516,13,0.7375,1,0.184615385,18.47473403,17.915,0.299,0.1859,1.7035,2.449
38,7,11,20,98,6.53,4.36,25.3,4.961211098,7,Red,117.6,36,7,10,19,88.41,24.47,0.911,7.119444444,14,0.8371,1,0.162857143,17.79826283,16.33,0.272,0.1723,1.8474,2.913
49,10,6,27,117,7.8,5.2,22.45,2.621679575,149,Green,140.4,47,11,6,31,101.69,23.49,0.734,7.045263158,17,0.8111,1,0.218823529,21.91201475,20.943,0.349,0.2211,2.2127,3.328
66,9,7,28,137,9.13,6.09,19.45,0.910752572,21,Red,164.4,70,8,6,31,130.03,18.02,1.518,6.673043478,21,0.6522,1,0.177142857,33.89385491,36.218,0.604,0.4149,1.2662,1.932
70,8,3,22,122.5,8.17,5.44,21.625,0.376076734,113,Red,147,68,8,3,23,112.62,21.18,1.072,6.170588235,21,0.8206,1,0.131428571,26.79445952,27.687,0.461,0.303,2.3578,3.697
58,7,6,27,124.5,8.3,5.53,21.325,3.873626388,65,Red,149.4,57,7,5,24,139.03,18.49,1.74,6.58172043,20,0.6774,1,0.144,31.40865309,27.462,0.458,0.3189,1.1006,1.633
53,9,13,29,135,9,6,19.75,3.140630198,157,Green,162,49,8,12,28,116.98,20.27,1.162,7.246391753,20,0.6829,1,0.168,30.61686484,31.882,0.531,0.3661,2.6197,3.891
22,5,6,26,85.5,5.7,3.8,27.175,0.255163841,13,Red,102.6,21,4,6,26,77.21,29.26,0.3,8.415789474,11,0.8633,1,0.283636364,13.32544107,13.234,0.221,0.1398,1.6039,2.414
40,10,11,28,117.5,7.83,5.22,22.375,3.975193715,119,Red,141,37,11,10,25,119.22,21.79,1.422,7.184337349,17,0.7397,1,0.176470588,24.58076071,27.785,0.463,0.3118,2.2751,3.216
58,13,10,12,103.5,6.9,4.6,24.475,2.440901359,23,Red,124.2,51,14,11,12,102.91,23.89,0.396,5.905681818,18,0.9609,1,0.08,19.20843834,17.994,0.3,0.2077,1.9646,2.946
60,25,24,17,142.5,9.5,6.33,18.625,2.084426946,143,Green,171,62,28,24,18,123.09,16.32,1.092,6.131818182,24,0.6358,1,0.09,38.92971941,41.571,0.693,0.4717,1.3504,1.975
25,11,24,17,100.5,6.7,4.47,24.925,2.588376505,117,Red,120.6,26,13,22,16,85.64,22.7,0.69,7.45974026,14,0.7452,1,0.137142857,19.6140457,20.972,0.35,0.2368,1.9301,3.044
22,28,11,18,88.5,5.9,3.93,26.725,2.379304561,88,Red,106.2,23,26,11,20,101.46,23.96,1.857,6.39125,14,0.9003,1,0.171428571,17.57880067,16.11,0.268,0.1859,1.6835,2.4
6,11,37,15,97,6.47,4.31,25.45,1.027925692,125,Green,116.4,6,11,33,17,101.62,25.31,1.576,9.16119403,11,0.6919,1,0.185454545,17.65970574,19.796,0.33,0.2044,1.8466,2.756
92,18,34,18,188,12.53,8.36,11.8,1.061983738,48,Red,225.6,89,19,34,17,180.41,11.9,0.703,6.36918239,31,0.4487,0.85,0.065806452,82.0493686,81.832,1.364,0.9429,2.0555,3.249
97,17,38,20,202.5,13.5,9,9.625,3.162009322,48,Red,243,108,17,37,22,200.7,10.92,0.949,6.454347826,33,0.407,0.85,0.08,96.41850715,101.593,1.693,1.0878,1.4834,2.332
92,18,31,6,159.5,10.63,7.09,16.075,1.950402317,74,Red,191.4,93,18,29,5,148.33,14.02,1.098,5.723448276,28,0.5791,1,0.021428571,49.47031788,44.214,0.737,0.4969,1.4859,2.283
74,12,17,16,137.5,9.17,6.11,19.375,3.560988721,56,Red,165,74,11,18,18,131.1,19.96,1.345,6.337190083,22,0.7555,1,0.098181818,30.56297004,28.342,0.472,0.3019,1.1731,1.779
67,22,7,5,98.5,6.57,4.38,25.225,3.626029013,68,Red,118.2,57,23,8,4,102.9,25.43,1.012,4.716304348,21,1.2355,1,0.022857143,18.03202428,18.498,0.308,0.2167,1.882,2.749
84,20,25,15,161.5,10.77,7.18,15.775,1.686293328,128,Green,193.8,80,20,29,13,180.05,15.85,0.59,6.133802817,27,0.6172,0.85,0.057777778,52.11360066,49.284,0.821,0.5459,1.541,2.275
144,15,42,8,230.5,15.37,10.24,5.425,3.413657268,143,Green,276.6,139,13,43,8,208.66,6.03,0.713,5.999507389,40,0.2394,0.85,0.024,197.306856,197.289,3.288,2.2422,2.6421,3.768
120,11,47,7,210,14,9.33,8.5,1.792013946,70,Red,252,116,11,46,7,231.44,7.75,0.998,6.287777778,35,0.2954,0.65,0.024,183.3041728,176.376,2.94,2.0519,2.4158,3.748
108,10,36,6,179,11.93,7.96,13.15,3.901439086,112,Red,214.8,111,10,33,7,158.68,11.34,1.494,5.99068323,31,0.4505,0.85,0.027096774,82.47689752,85.955,1.433,1.0155,2.0572,3.021
141,13,50,6,234.5,15.63,10.42,5,0.538117863,43,Red,281.4,142,13,46,6,214.45,5.26,1.171,5.992270531,40,0.2089,0.85,0.018,226.4586196,225.585,3.76,2.5996,2.9906,4.576
121,37,29,8,199,13.27,8.84,10.15,4.515863977,86,Red,238.8,125,34,29,7,171.37,9.68,0.691,5.265128205,38,0.4291,0.85,0.022105263,104.8983356,89.309,1.488,0.9366,2.1221,3.129
142,40,22,6,207,13.8,9.2,8.95,1.04202457,151,Green,248.4,153,43,21,6,184.69,7.65,1.259,4.793273543,43,0.367,0.85,0.016744186,139.1183472,145.365,2.423,1.7068,2.8308,4.228
137,23,28,7,204.5,13.63,9.09,9.325,2.037234049,21,Red,245.4,150,20,31,7,230.1,8.63,0.845,5.461538462,38,0.371,0.65,0.022105263,158.445376,154.744,2.579,1.752,2.1189,3.199
117,10,27,8,178.5,11.9,7.93,13.225,1.97268202,116,Red,214.2,125,10,26,8,176.33,12.47,1.356,5.695266272,32,0.5173,0.85,0.03,74.16206577,70.64,1.177,0.7986,1.8683,2.904
100,16,37,7,177.5,11.83,7.89,13.375,4.794126673,5,Red,213,114,17,36,7,155.01,13.84,2.011,5.882758621,31,0.5587,0.85,0.027096774,67.31568445,59.12,0.985,0.7012,1.7795,2.577
148,11,42,8,232.5,15.5,10.33,5.125,2.063740892,146,Green,279,127,11,41,9,264.57,4.62,0.856,6.118617021,39,0.1803,0.65,0.027692308,333.6623945,305.672,5.095,3.2599,3.6134,5.354
148,27,39,6,232,15.47,10.31,5.2,2.429183411,21,Red,278.4,134,25,43,7,258.38,5.06,1.321,5.765550239,41,0.2079,0.65,0.020487805,304.7417912,279.488,4.658,2.976,3.3427,4.791
65,18,20,21,146,9.73,6.49,18.1,1.810986202,132,Green,175.2,55,19,21,24,157.16,18,0.702,6.728571429,23,0.6471,0.85,0.125217391,42.64273822,48.212,0.804,0.5368,1.4298,2.036
75,9,14,6,112.5,7.5,5,23.125,0.515397459,144,Green,135,78,9,14,6,127.13,22.84,0.955,5.543925234,21,0.9696,1,0.034285714,22.64770156,22.189,0.37,0.2564,0.9679,1.47
85,15,20,29,180.5,12.03,8.02,12.925,0.434210148,63,Red,216.6,95,16,19,31,165.35,14.76,1.012,6.442857143,29,0.551,0.85,0.128275862,63.05978051,54.397,0.907,0.5993,1.7124,2.473
57,21,20,18,133.5,8.9,5.93,19.975,2.372304272,145,Green,160.2,53,22,22,17,146.97,17.25,0.923,6.351754386,22,0.6518,1,0.092727273,34.76841215,31.001,0.517,0.3518,1.1885,1.689
50,7,13,30,133,8.87,5.91,20.05,3.9554404,30,Red,159.6,56,7,11,32,140.58,22.76,1.985,7.260377358,19,0.7655,1,0.202105263,27.0074841,23.597,0.393,0.2602,1.1077,1.741
87,21,14,34,186.5,12.43,8.29,12.025,3.07803249,0,Red,223.8,76,21,16,34,207.19,12.32,0.877,6.556462585,30,0.4529,0.85,0.136,78.94216239,81.047,1.351,0.9164,1.2851,1.936
64,24,11,6,104.5,6.97,4.64,24.325,0.95781565,97,Red,125.4,72,21,11,7,113.81,26.48,1.235,5.106306306,21,1.2047,1,0.04,18.70672574,16.948,0.282,0.198,1.9748,2.832
76,6,18,14,134,8.93,5.96,19.9,2.094495172,11,Red,160.8,73,6,17,15,127.83,19.48,0.3,6.363063063,22,0.7351,1,0.081818182,30.30971915,30.297,0.505,0.3194,1.1655,1.655
69,11,12,8,108.5,7.23,4.82,23.725,4.465215135,64,Red,130.2,61,11,12,9,117.43,23.4,1.173,5.74516129,19,0.9635,1,0.056842105,20.94961377,20.133,0.336,0.2307,2.0664,2.958
76,9,17,14,134,8.93,5.96,19.9,2.294907005,32,Red,160.8,76,9,18,15,124.45,22.16,1.457,6.238983051,22,0.8505,1,0.081818182,27.40595516,29.904,0.498,0.3475,1.1894,1.778
94,8,15,5,130.5,8.7,5.8,20.425,3.240152276,121,Green,156.6,87,8,13,6,123.79,22.85,0.789,5.446491228,24,0.9846,1,0.03,25.19438087,23.838,0.397,0.2626,1.0932,1.673
104,10,16,33,199,13.27,8.84,10.15,2.00628466,71,Red,238.8,97,9,18,36,175.59,9.35,0.3,6.766875,31,0.3346,0.85,0.139354839,109.4369288,108.067,1.801,1.1668,2.3178,3.536
98,13,13,33,190,12.67,8.44,11.5,3.975867955,33,Red,228,92,11,13,33,214.8,10.46,0.985,6.52885906,30,0.386,0.85,0.132,92.55253795,98.697,1.645,1.0113,1.3827,1.986
13,5,0,18,51.5,3.43,2.29,32.275,2.238334449,72,Red,61.8,14,5,0,17,48.27,32.24,1.007,7.666666667,7,1.0333,1,0.291428571,8.072840649,7.911,0.132,0.0921,0.9713,1.48
17,1,0,11,39.5,2.63,1.76,34.075,1.07364736,135,Green,47.4,17,1,0,11,39.74,38.17,1.29,7.251724138,6,1.2848,1,0.22,6.179987547,6.724,0.112,0.0727,0.7476,1.109
18,2,1,34,88.5,5.9,3.93,26.725,4.729426553,24,Red,106.2,17,2,1,29,85.61,25.3,1.804,8.96122449,11,0.7055,1,0.316363636,17.71214252,18.571,0.31,0.2016,1.693,2.529
11,1,0,35,81.5,5.43,3.62,27.775,2.098675377,60,Red,97.8,11,1,0,35,92.75,29.04,0.848,10.02765957,9,0.7315,1,0.466666667,13.61815265,13.253,0.221,0.1434,1.534,2.384
17,4,0,11,41,2.73,1.82,33.85,2.261860303,18,Red,49.2,18,4,0,11,38.97,35.96,0.657,6.672727273,6,1.302,1,0.22,5.485294931,5.492,0.092,0.061,0.7646,1.124
17,1,1,23,65,4.33,2.89,30.25,1.82197382,63,Red,78,16,1,1,23,70.43,32.78,0.533,8.8,8,0.9291,1,0.345,9.488483263,10.818,0.18,0.1241,1.2305,1.768
17,2,0,23,64,4.27,2.84,30.4,2.256680555,7,Red,76.8,17,2,0,26,70.82,30.98,1.079,8.713333333,8,0.886,1,0.39,10.49834537,11.007,0.183,0.1276,1.2126,1.9
16,4,1,30,79.5,5.3,3.53,28.075,2.681701658,98,Red,95.4,14,4,1,34,77.96,27.25,1.192,9.230188679,9,0.74,1,0.453333333,13.8074955,15.485,0.258,0.1691,1.5135,2.192
15,5,1,23,65,4.33,2.89,30.25,1.231459386,75,Red,78,14,4,1,21,62.62,34.49,0.782,8.33,8,1.0268,1,0.315,8.888195949,8.032,0.134,0.0916,1.211,1.772
18,0,0,31,80,5.33,3.56,28,0.649435585,94,Red,96,19,0,0,30,85.95,28.94,1.311,9.091836735,10,0.7964,1,0.36,14.22750427,14.156,0.236,0.1628,1.5217,2.339
10,1,0,17,44.5,2.97,1.98,33.325,2.025004542,150,Green,53.4,9,1,0,17,50.01,35.61,1.186,9.122222222,5,0.9772,1,0.408,6.710659844,7.533,0.126,0.081,0.8406,1.289
13,2,0,32,78,5.2,3.47,28.3,3.381751582,85,Red,93.6,13,2,0,31,83.97,26.98,1.017,9.436956522,9,0.7182,1,0.413333333,13.96166165,13.219,0.22,0.1374,1.4704,2.285
16,1,0,38,92.5,6.17,4.11,26.125,3.454844539,14,Red,111,17,1,0,41,84.93,27.46,0.639,9.666101695,10,0.7151,1,0.492,15.11505817,17.236,0.287,0.2036,1.7662,2.549
11,4,0,32,77,5.13,3.42,28.45,3.134786381,135,Green,92.4,10,4,0,32,85.97,26.38,0.807,9.482608696,9,0.6991,1,0.426666667,14.10736142,12.402,0.207,0.1417,1.453,2.141
12,2,0,26,65,4.33,2.89,30.25,4.177532761,8,Red,78,12,2,0,27,62.81,27.94,0.3,9.307317073,8,0.7529,1,0.405,11.33058109,12.699,0.212,0.1444,1.2426,1.78
14,2,1,14,44.5,2.97,1.98,33.325,4.365406154,91,Red,53.4,13,2,1,15,45.52,35.47,1.094,8.164516129,6,1.0752,1,0.3,6.974357143,6.86,0.114,0.0708,0.8345,1.258
18,2,0,37,93,6.2,4.13,26.05,3.097386085,156,Green,111.6,20,2,0,40,102.25,26.22,1.011,9.251612903,11,0.7104,1,0.436363636,16.93159787,14.766,0.246,0.1724,1.7554,2.568
17,1,1,22,63,4.2,2.8,30.55,3.889276623,37,Red,75.6,17,1,1,20,57.11,32.23,1.075,8.443589744,8,0.948,1,0.3,9.813818565,10.931,0.182,0.1227,1.1936,1.831
12,3,0,29,71.5,4.77,3.18,29.275,4.846134345,73,Red,85.8,13,3,0,31,77.6,27.25,1.202,9.274468085,8,0.7367,1,0.465,12.52623714,11.594,0.193,0.136,1.3536,1.909
20,5,0,30,82.5,5.5,3.67,27.625,2.724001163,96,Red,99,20,5,0,29,84.88,28.44,1.154,8.277777778,11,0.8516,1,0.316363636,14.38722601,12.325,0.205,0.1473,1.5564,2.211
17,5,1,19,59,3.93,2.62,31.15,0.276775984,66,Red,70.8,15,5,1,18,65.96,30.63,0.956,7.782051282,8,0.9687,1,0.27,9.484490761,8.448,0.141,0.1007,1.1084,1.649
12,0,1,33,79.5,5.3,3.53,28.075,0.160217532,163,Orange,95.4,12,0,1,29,71.68,28.89,1.019,9.833333333,9,0.7408,1,0.386666667,13.55469474,14.202,0.237,0.1668,1.5121,2.393
19,1,0,20,59.5,3.97,2.64,31.075,4.18701795,42,Red,71.4,22,1,0,20,58.08,29.13,0.438,7.925581395,8,0.9064,1,0.3,9.564125331,10.935,0.182,0.112,1.1232,1.764
11,4,1,38,90.5,6.03,4.02,26.425,3.148405807,83,Red,108.6,11,4,1,36,99.54,28.13,0.767,9.609615385,10,0.7366,1,0.432,14.77488922,13.053,0.218,0.154,1.7004,2.702
14,5,0,39,94.5,6.3,4.2,25.825,1.162819439,113,Red,113.4,15,5,0,36,80.87,28.2,1.02,9.080357143,11,0.777,1,0.392727273,15.56974143,15.392,0.257,0.1594,1.7756,2.637
102,20,4,12,142,9.47,6.31,18.7,4.855286585,146,Green,170.4,114,18,5,13,125.48,17.35,0.706,5.042666667,28,0.7977,1,0.055714286,35.86262942,32.427,0.54,0.3805,1.2699,1.801
92,4,6,18,139,9.27,6.18,19.15,4.97323792,17,Red,166.8,84,4,6,19,159.46,18,1.344,6.010619469,24,0.7134,0.85,0.095,41.01748909,44.033,0.734,0.472,1.3282,1.946
54,14,10,16,108,7.2,4.8,23.8,2.199238941,24,Red,129.6,49,13,9,15,100.88,24.95,0.737,6.080232558,18,0.9789,1,0.1,19.22498652,17.022,0.284,0.1925,2.0355,3.118
55,15,1,10,84,5.6,3.73,27.4,4.58734888,86,Red,100.8,57,14,1,9,95.98,29.01,1.087,4.94691358,17,1.3549,1,0.063529412,13.69758085,12.629,0.21,0.13,1.57,2.252
64,27,5,5,95,6.33,4.22,25.75,2.548491515,159,Green,114,62,25,6,6,85.95,27.33,1.047,4.666666667,20,1.3395,1,0.036,16.01394438,14.555,0.243,0.1687,1.7892,2.619
52,13,5,15,96,6.4,4.27,25.6,0.332227896,35,Red,115.2,57,13,6,13,92,27,1.299,5.639325843,17,1.1298,1,0.091764706,16.43767566,16.697,0.278,0.174,1.8124,2.574
73,11,4,3,90.5,6.03,4.02,26.425,4.332417487,67,Red,108.6,82,11,5,3,97.37,25.58,1.36,4.75049505,19,1.2354,1,0.018947368,16.7585815,18.635,0.311,0.2041,1.7305,2.588
106,27,45,5,197,13.13,8.76,10.45,0.547635315,103,Red,236.4,101,26,39,5,206.32,10.12,1.278,5.79122807,35,0.4139,0.85,0.017142857,100.7792467,101.115,1.685,1.1806,1.5596,2.258
145,21,40,5,225.5,15.03,10.02,6.175,3.949651052,31,Red,270.6,134,22,35,5,230.99,5.72,0.3,5.548979592,41,0.2427,0.65,0.014634146,260.2113094,225.726,3.762,2.5865,2.9582,4.22
133,19,28,5,194.5,12.97,8.64,10.825,2.730475213,126,Green,233.4,144,17,29,5,196.24,9.71,1.478,5.423589744,36,0.4199,0.85,0.016666667,102.3590181,104.306,1.738,1.0674,2.2033,3.27
117,31,49,0,206,13.73,9.16,9.1,0.968250127,102,Red,247.2,109,27,54,0,227.22,9.63,1.611,5.963684211,35,0.384,0.65,0,141.835359,154.495,2.575,1.69,2.0635,3.04
146,17,34,0,205.5,13.7,9.13,9.175,2.459317893,61,Red,246.6,160,15,32,0,189.16,8.06,0.807,5.309178744,39,0.3547,0.85,0,130.162379,115.799,1.93,1.1924,2.383,3.591
101,35,42,3,187.5,12.5,8.33,11.875,3.771359571,137,Green,225,99,35,39,3,184.26,13.43,1.095,5.53125,34,0.5714,0.85,0.010588235,71.10908841,61.994,1.033,0.7079,1.8512,2.86
103,28,32,1,167,11.13,7.42,14.95,2.411468861,39,Red,200.4,108,26,35,1,149.74,16.42,0.644,5.469411765,31,0.7048,1,0.003870968,44.63197993,40.452,0.674,0.4832,1.5237,2.179
150,10,26,0,194,12.93,8.62,10.9,4.746832263,48,Red,232.8,132,9,23,0,199.58,12.07,0.3,5.263414634,37,0.5353,0.85,0,81.61778772,87.643,1.461,0.998,2.1413,3.324
135,23,48,0,218.5,14.57,9.71,7.225,3.680129217,26,Red,262.2,140,22,46,0,202.15,8.11,0.705,5.651923077,39,0.3385,0.85,0,136.2510944,139.999,2.333,1.4869,1.8981,2.685
104,10,48,2,185,12.33,8.22,12.25,3.656173753,32,Red,222,102,11,48,2,175.78,11.91,0.784,6.32392638,30,0.4519,0.85,0.008,78.89361019,79.854,1.331,0.8667,1.9697,2.934
144,39,50,1,240.5,16.03,10.69,5,4.352756975,8,Red,288.6,148,33,51,1,238.43,5.52,0.858,5.572532189,44,0.2333,0.65,0.002727273,291.0120676,269.141,4.486,3.2185,3.5921,5.445
132,10,49,0,210.5,14.03,9.36,8.425,3.964932978,105,Red,252.6,119,10,52,0,180.62,7.56,0.616,6.218232044,35,0.291,0.85,0,142.1158989,134.963,2.249,1.4334,2.6224,4.149
142,19,31,1,200,13.33,8.89,10,4.157571743,135,Green,240,152,20,30,1,175.52,8.56,0.707,5.231527094,39,0.3818,0.85,0.003076923,120.8838667,137.779,2.296,1.5459,2.6475,4.006
45,4,30,29,150,10,6.67,17.5,4.745775801,153,Green,180,50,4,31,25,158.37,19,0.996,7.938181818,20,0.5903,0.85,0.15,41.00609108,37.815,0.63,0.4135,1.352,1.945
27,24,10,5,64,4.27,2.84,30.4,2.043998814,119,Red,76.8,25,27,10,5,62.64,26.52,0.692,4.941791045,13,1.2399,1,0.046153846,11.22287036,12.575,0.21,0.1457,1.2234,1.839
85,3,14,16,139.5,9.3,6.2,19.075,2.244765148,110,Red,167.4,75,3,14,15,154.77,21.87,1.217,6.326168224,23,0.8292,0.85,0.07826087,33.92770603,34.747,0.579,0.4088,1.2775,1.892
84,11,27,26,182,12.13,8.09,12.7,4.440557635,46,Red,218.4,72,10,28,28,192.63,13.37,1.273,7.144927536,27,0.4558,0.85,0.124444444,71.08745296,63.054,1.051,0.6828,1.7939,2.684
90,4,10,20,147,9.8,6.53,17.95,1.789390704,36,Red,176.4,94,4,9,20,125.31,19.31,1.952,6.056692913,25,0.7603,1,0.096,34.9297572,34.587,0.576,0.3942,1.3146,1.9
13,19,39,12,105,7,4.67,24.25,1.903551434,162,Orange,126,13,19,34,12,108.68,22.4,1.45,7.829487179,14,0.7047,1,0.102857143,21.41946705,24.302,0.405,0.2721,2.0313,3.047
11,1,37,9,85,5.67,3.78,27.25,1.1580703,118,Red,102,11,1,33,9,74.64,28.67,1.097,9.672222222,10,0.7463,1,0.108,14.60443722,14.248,0.237,0.1527,1.6036,2.304
57,10,4,27,122,8.13,5.42,21.7,3.769886373,60,Red,146.4,52,10,4,29,132.28,18.73,0.752,6.778947368,19,0.6687,1,0.183157895,29.34849721,32.548,0.542,0.3484,1.1091,1.712
52,10,9,23,116.5,7.77,5.18,22.525,0.44179689,39,Red,139.8,50,11,9,21,133.68,24.81,1.117,6.547252747,19,0.9131,1,0.132631579,22.05786726,20.446,0.341,0.2286,0.9713,1.473
38,7,13,21,103,6.87,4.58,24.55,2.659750923,56,Red,123.6,39,8,14,19,103.96,22.12,1.131,7.14875,15,0.7539,1,0.152,21.179538,21.63,0.36,0.227,1.9682,2.803
35,7,15,24,109,7.27,4.84,23.65,1.988670566,21,Red,130.8,35,8,16,24,114.98,25.05,0.795,7.661445783,15,0.8034,1,0.192,19.65764974,21.685,0.361,0.2529,2.0877,3.278
60,10,12,21,125,8.33,5.56,21.25,3.085308872,76,Red,150,69,11,13,20,115.15,19.49,1.313,6.312389381,21,0.7405,1,0.114285714,29.78650246,33.546,0.559,0.347,2.4322,3.699
